titulo,co_autores,ano_pub,DOI,estudio
Social activity and healthy aging: a study of aging Danish twins.,"McGue, Matt; Christensen, Kaare",2007,10.1375/twin.10.2.255,
Social and Behavioural Determinants of the Difference in Survival among Older Adults in Japan and England.,"Aida, Jun; Cable, Noriko; Zaninotto, Paola; Tsuboya, Toru; Tsakos, Georgios; Matsuyama, Yusuke; Ito, Kanade; Osaka, Ken; Kondo, Katsunori; Marmot, Michael G.; Watt, Richard G.",2018,10.1159/000485797,
Social capital and obesity among adults: Longitudinal findings from the Montreal neighborhood networks and healthy aging panel.,"Wu, Yun-Hsuan; Moore, Spencer; Dube, Laurette",2018,10.1016/j.ypmed.2017.11.028,
Social conditions and distress in elderly persons: findings from the MacArthur Studies of Successful Aging.,Kubzansky LD; Berkman LF; Seeman TE,2000,NA,
Social desirability does not confound reports of wellbeing or of socio-demographic attributes by older women.,"Dawes, Sharrone E; Palmer, Barton W; Allison, Matthew A; Ganiats, Theodore G; Jeste, Dilip V",2011,NA,
"Social determinants, health status and 10-year mortality among 10,906 older adults from the English longitudinal study of aging: the ATHLOS project.","Kollia, Natasa; Caballero, Francisco Félix; Sánchez-Niubó, Albert; Tyrovolas, Stefanos; Ayuso-Mateos, José Luis; Haro, Josep Maria; Chatterji, Somnath; Panagiotakos, Demosthenes B.",2018,10.1186/s12889-018-6288-6,
Social integration and healthy aging in Japan: how gender and rurality matter.,"Tanaka, Kimiko; Johnson, Nan E.",2010,10.1007/s10823-010-9118-6,
Social integration and pulmonary function in the elderly.,"Crittenden, Crista N.; Pressman, Sarah D.; Cohen, Sheldon; Janicki-Deverts, Denise; Smith, Bruce W.; Seeman, Teresa E.",2014,10.1037/hea0000029,
Social integration is associated with fibrinogen concentration in elderly men.,"Loucks, Eric B.; Berkman, Lisa F.; Gruenewald, Tara L.; Seeman, Teresa E.",2005,10.1097/01.psy.0000160482.89163.e8,
"Social isolation, cognitive reserve, and cognition in healthy older people.","Evans, Isobel E. M.; Llewellyn, David J.; Matthews, Fiona E.; Woods, Robert T.; Brayne, Carol; Clare, Linda",2018,10.1371/journal.pone.0201008,
Social network characteristics as correlates and moderators of older adults' quality of life—the SHARE study.,"Schmidt, Tanja; Christiansen, Lars B; Schipperijn, Jasper; Cerin, Ester",2021,10.1093/eurpub/ckab001,
Social network types and the health of older adults: exploring reciprocal associations.,"Li, Ting; Zhang, Yanlong",2015,10.1016/j.socscimed.2015.02.007,
"Social relationships, social support, and patterns of cognitive aging in healthy, high-functioning older adults: MacArthur Studies of Successful Aging.",Seeman TE; Albert M; Lusignolo TM; Berkman L,2001,NA,
Social support and cognitive function in middle- and older-aged adults: descriptive analysis of CLSA tracking data.,"Oremus, Mark; Konnert, Candace; Law, Jane; Maxwell, Colleen J.; O'Connell, Megan E.; Tyas, Suzanne L.",2019,10.1093/eurpub/ckz047,
Socioeconomic determinants of risk of harmful alcohol drinking among people aged 50 or over in England.,"Iparraguirre, José",2015,10.1136/bmjopen-2015-007684,
Socioeconomic inequalities in a 16-year longitudinal measurement of successful ageing.,"Kok, Almar A. L.; Aartsen, Marja J.; Deeg, Dorly J. H.; Huisman, Martijn",2016,10.1136/jech-2015-206938,
Socio-economic inequalities in C-reactive protein levels: Evidence from longitudinal studies in England and Indonesia.,"Maharani, Asri",2019,10.1016/j.bbi.2019.08.003,
Socioeconomic Inequality and Risk of Sarcopenia in Community-Dwelling Older Adults.,"Swan, Lauren; Warters, Austin; O'Sullivan, Maria",2021,10.2147/CIA.S310774,
"Socioeconomic status, health-related behaviours, and death among older people: the Concord health and aging in men project prospective cohort study.","Khalatbari-Soltani, Saman; Blyth, Fiona M.; Naganathan, Vasi; Handelsman, David J.; Le Couteur, David G.; Seibel, Markus J.; Waite, Louise M.; Cvejic, Erin; Cumming, Robert G.",2020,10.1186/s12877-020-01648-y,
Sodium intake of special populations in the Healthy Aging in Neighborhoods of Diversity Across the Life Span (HANDLS) study.,"Cotugna, Nancy; Fanelli-Kuczmarski, Marie; Clymer, Julie; Hotchkiss, Lawrence; Zonderman, Alan B.; Evans, Michele K.",2013,10.1016/j.ypmed.2013.06.006,
Specific Leisure Activities and Cognitive Functions Among the Oldest-Old: The Chinese Longitudinal Healthy Longevity Survey.,"Mao, Chen; Li, Zhi-Hao; Lv, Yue-Bin; Gao, Xiang; Kraus, Virginia Byers; Zhou, Jin-Hui; Wu, Xian-Bo; Shi, Wan-Ying; Li, Fu-Rong; Liu, Si-Min; Yin, Zhao-Xue; Zeng, Yi; Shi, Xiao-Ming",2020,10.1093/gerona/glz086,
Strength training is associated with better functional fitness and perceived healthy aging among physically active older adults: a cross-sectional analysis of the Canadian Longitudinal Study on Aging.,"Copeland, Jennifer L.; Good, Joshua; Dogra, Shilpa",2019,10.1007/s40520-018-1079-6,
Subclinical carotid atherosclerosis and neurocognitive function in an urban population.,"Wendell, Carrington R.; Waldstein, Shari R.; Evans, Michele K.; Zonderman, Alan B.",2016,10.1016/j.atherosclerosis.2016.04.009,
Subjective Cognitive Complaints in Cognitively Healthy Older Adults and Their Relationship to Cognitive Performance and Depressive Symptoms.,"Markova, Hana; Andel, Ross; Stepankova, Hana; Kopecek, Miloslav; Nikolai, Tomas; Hort, Jakub; Thomas-Antérion, Catherine; Vyhnalek, Martin",2017,10.3233/JAD-160970,
Subjective wellbeing as a determinant of glycated hemoglobin in older adults: longitudinal findings from the English Longitudinal Study of Ageing.,"Poole, Lydia; Hackett, Ruth A.; Panagi, Laura; Steptoe, Andrew",2020,10.1017/S0033291719001879,
Successful Aging and Mortality Risk: The Korean Longitudinal Study of Aging (2006-2014).,"Kim, Hye-Jin; Min, Jin-Young; Min, Kyoung-Bok",2019,10.1016/j.jamda.2018.12.010,
Successful aging in the Australian Longitudinal Study of Aging: Applying the MacArthur model cross-nationally,"Andrews, Gary; Clark, Michael; Luszcz, Mary",2002,10.1111/1540-4560.00288,
"Surprising SES Gradients in mortality, health, and biomarkers in a Latin American population of adults.","Rosero-Bixby, Luis; Dow, William H.",2009,10.1093/geronb/gbn004,
Systemic inflammation is associated with depressive symptoms differentially by sex and race: a longitudinal study of urban adults.,"Beydoun, May A.; Obhi, Hardeep K.; Weiss, Jordan; Canas, Jose A.; Beydoun, Hind A.; Evans, Michele K.; Zonderman, Alan B.",2020,10.1038/s41380-019-0408-2,
Tailored Calendar Journals to Ascertain Falls Among Older Adults.,"Stark, Susan L.; Silianoff, Tara J.; Kim, H. Lyn; Conte, Jane W.; Morris, John C.",2015,10.1177/1539449214561764,
Taking up physical activity in later life and healthy ageing: the English longitudinal study of ageing.,"Hamer, Mark; Lavoie, Kim L.; Bacon, Simon L.",2014,10.1136/bjsports-2013-092993,
Temporal Dynamics of Motor Functioning and Cognitive Aging.,"Finkel, Deborah; Ernsth-Bravell, Marie; Pedersen, Nancy L.",2016,10.1093/gerona/glv110,
The 45 and Up Study: a tool for local population health and health service planning to improve integration of healthcare.,"Comino, Elizabeth J.; Harris, Elizabeth; Page, Jude; McDonald, Julie; Harris, Mark F.",2016,10.17061/phrp2631629,
The association between social resources and cognitive change in older adults: evidence from the Charlotte County Healthy Aging Study.,"Hughes, Tiffany F.; Andel, Ross; Small, Brent J.; Borenstein, Amy R.; Mortimer, James A.",2008,10.1093/geronb/63.4.p241,
The association of aging with white matter integrity and functional connectivity hubs,"Yang, Albert C.; Tsai, Shih-Jen; Liu, Mu-En; Huang, Chu-Chung; Lin, Ching-Po",2016,NA,
The Canadian longitudinal study on aging (CLSA).,"Raina, Parminder S.; Wolfson, Christina; Kirkland, Susan A.; Griffith, Lauren E.; Oremus, Mark; Patterson, Christopher; Tuokko, Holly; Penning, Margaret; Balion, Cynthia M.; Hogan, David; Wister, Andrew; Payette, Hélène; Shannon, Harry; Brazil, Kevin",2009,10.1017/S0714980809990055,
The clock drawing test is a poor screen for very mild dementia.,"Powlishta, K. K.; Von Dras, D. D.; Stanford, A.; Carr, D. B.; Tsering, C.; Miller, J. P.; Morris, J. C.",2002,10.1212/wnl.59.6.898,
The combined effects of diet quality and physical activity on maintenance of muscle strength among diabetic older adults from the NuAge cohort.,"Rahi, Berna; Morais, José A.; Dionne, Isabelle J.; Gaudreau, Pierrette; Payette, Hélène; Shatenstein, Bryna",2014,10.1016/j.exger.2013.11.002,
The development and validation of an index to predict 10-year mortality risk in a longitudinal cohort of older English adults.,"Kobayashi, Lindsay C.; Jackson, Sarah E.; Lee, Sei J.; Wardle, Jane; Steptoe, Andrew",2017,10.1093/ageing/afw199,
The dynamic relationship between cognitive function and positive well-being in older people: a prospective study using the English Longitudinal Study of Aging.,"Allerhand, Mike; Gale, Catharine R.; Deary, Ian J.",2014,10.1037/a0036551,
The effect of social participation on the subjective and objective health status of the over-fifties: evidence from SHARE.,"LEONE, TIZIANA; HESSEL, PHILIPP",2016,10.1017/S0144686X15000148,
The effects of serum beta-carotene concentration and burden of inflammation on all-cause mortality risk in high-functioning older persons: MacArthur studies of  successful aging.,"Hu, Peifeng; Reuben, David B.; Crimmins, Eileen M.; Harris, Tamara B.; Huang, Mei-Hua; Seeman, Teresa E.",2004,10.1093/gerona/59.8.m849,
"The European Male Ageing Study (EMAS): design, methods and recruitment.","Lee, David M.; O'Neill, Terence W.; Pye, Stephen R.; Silman, Alan J.; Finn, Joseph D.; Pendleton, Neil; Tajar, Abdelouahid; Bartfai, Gyorgy; Casanueva, Felipe; Forti, Gianni; Giwercman, Aleksander; Huhtaniemi, Ilpo T.; Kula, Krzysztof; Punab, Margus; Boonen, Steven; Vanderschueren, Dirk; Wu, Frederick C. W.",2009,10.1111/j.1365-2605.2008.00879.x,
The Healthy Aging Index analyzed over 15 years in the general population: The Doetinchem Cohort Study.,"Dieteren, Charlotte M.; Samson, Leonard D.; Schipper, Maarten; van Exel, Job; Brouwer, Werner B. F.; Verschuren, W. M. Monique; Picavet, H. Susan J.",2020,10.1016/j.ypmed.2020.106193,
The impact of job insecurity on long-term self-rated health - results from the prospective population-based MONICA/KORA study.,"Barrech, Amira; Baumert, Jens; Gündel, Harald; Ladwig, Karl-Heinz",2018,10.1186/s12889-018-5621-4,
The impact of physical activity on healthy ageing trajectories: evidence from eight cohort studies.,"Moreno-Agostino, Darío; Daskalopoulou, Christina; Wu, Yu-Tzu; Koukounari, Artemis; Haro, Josep Maria; Tyrovolas, Stefanos; Panagiotakos, Demosthenes B.; Prince, Martin; Prina, A. Matthew",2020,10.1186/s12966-020-00995-8,
The influence of social networks and the built environment on physical inactivity: A longitudinal study of urban-dwelling adults.,"Josey, Michele J.; Moore, Spencer",2018,10.1016/j.healthplace.2018.08.016,
The INSPIRE Bio-Resource Research Platform for Healthy Aging and Geroscience: Focus on the Human Translational Research Cohort (The INSPIRE-T Cohort).,"Guyonnet, S.; Rolland, Y.; Takeda, C.; Ousset, P.-J.; Ader, I.; Davezac, N.; Dray, C.; Fazilleau, N.; Gourdy, P.; Liblau, R.; Parini, A.; Payoux, P.; Pénicaud, L.; Rampon, C.; Valet, P.; Vergnolle, N.; Andrieu, S.; de Souto Barreto, P.; Casteilla, L.; Vellas, B.",2021,10.14283/jfa.2020.38,
The interaction between individualism and wellbeing in predicting mortality: Survey of Health Ageing and Retirement in Europe.,"Okely, Judith A.; Weiss, Alexander; Gale, Catharine R.",2018,10.1007/s10865-017-9871-x,
The link between sexual satisfaction and subjective well-being: a longitudinal perspective based on the German Ageing Survey.,"Buczak-Stec, Elżbieta; König, Hans-Helmut; Hajek, André",2019,10.1007/s11136-019-02235-4,
The ODIN project: Development of food-based approaches for prevention of vitamin D deficiency throughout life.,"Kiely, M.; Cashman, K. D.",2015,10.1111/nbu.12159,
The Osaka University Aged Twin Registry: epigenetics and identical twins discordant for aging-dependent diseases.,"Hayakawa, Kazuo; Kato, Kenji; Onoi, Miyuki; Yang-Ping, Cai; Kanamori, Masao; Doi, Syuichi; Hayashi, Chisato; Kikuchi, Hiroyuki; Nishihara, Reiko; Kadota, Kensuke",2006,10.1375/183242706779462471,
The paradox of aging and health-related quality of life in Asian Chinese: results from the Healthy Aging Longitudinal Study in Taiwan.,"Tseng, Han-Yun; Löckenhoff, Corinna; Lee, Chun-Yi; Yu, Shu-Han; Wu, I.-Chien; Chang, Hsing-Yi; Chiu, Yen-Feng; Hsiung, Chao Agnes",2020,10.1186/s12877-020-1446-y,
The relationship between cognitive and physical performance: MacArthur Studies of Successful Aging.,"Tabbarah, Melissa; Crimmins, Eileen M.; Seeman, Teresa E.",2002,10.1093/gerona/57.4.m228,
The relationship between longitudinal declines in dehydroepiandrosterone sulfate concentrations and cognitive performance in older men.,"Moffat, S. D.; Zonderman, A. B.; Harman, S. M.; Blackman, M. R.; Kawas, C.; Resnick, S. M.",2000,10.1001/archinte.160.14.2193,
The role of APOE-epsilon4 in longitudinal cognitive decline: MacArthur Studies of Successful Aging.,"Bretsky, P; Guralnik, J M; Launer, L; Albert, M; Seeman, T E; MacArthur Studies of Successful Aging",2003,NA,
The Status and Associated Factors of Successful Aging among Older Adults Residing in Longevity Areas in China.,"Shi, Wen Hui; Zhang, Hong Yan; Zhang, Juan; Lyu, Yue Bin; Brasher, Melanie Sereny; Yin, Zhao Xue; Luo, Jie Si; Hu, Dong Sheng; Fen, Lei; Shi, Xiao Ming",2016,10.3967/bes2016.045,
"The structure of the Hospital Anxiety and Depression Scale in four cohorts of community-based, healthy older people: the HALCyon program.","Gale, Catharine R.; Allerhand, Michael; Sayer, Avan Aihie; Cooper, Cyrus; Dennison, Elaine M.; Starr, John M.; Ben-Shlomo, Yoav; Gallacher, John E.; Kuh, Diana; Deary, Ian J.",2010,10.1017/S1041610210000256,
The Successful Aging After Elective Surgery Study: Cohort Description and Data Quality Procedures.,"Schmitt, Eva M.; Saczynski, Jane S.; Kosar, Cyrus M.; Jones, Richard N.; Alsop, David C.; Fong, Tamara G.; Metzger, Eran; Cooper, Zara; Marcantonio, Edward R.; Travison, Thomas; Inouye, Sharon K.; Arnold, Steven; Dickerson, Bradford; Pascual‐Leone, Alvaro; Cavallari, Michele; Dai, Weiying; Dillon, Simon T.; McElhaney, Janet; Guttmann, Charles; Hshieh, Tammy",2015,10.1111/jgs.13793,
The Swedish Aging With Spinal Cord Injury Study (SASCIS): Methodology and Initial Results.,"Jörgensen, Sophie; Iwarsson, Susanne; Norin, Lizette; Lexell, Jan",2016,10.1016/j.pmrj.2015.10.014,
The trajectory of negative mood and depressive symptoms over two decades.,"Campbell, Katherine E.; Dennerstein, Lorraine; Tacey, Mark; Szoeke, Cassandra E.",2017,10.1016/j.maturitas.2016.10.011,
The UK Adult Twin Registry (TwinsUK Resource).,"Moayyeri, Alireza; Hammond, Christopher J.; Hart, Deborah J.; Spector, Timothy D.",2013,10.1017/thg.2012.89,
The Women's Healthy Ageing Project: Fertile ground for investigation of healthy participants 'at risk' for dementia.,"Szoeke, Cassandra E. I.; Robertson, Joanne S.; Rowe, Christopher C.; Yates, Paul; Campbell, Katherine; Masters, Colin L.; Ames, David; Dennerstein, Lorraine; Desmond, Patricia",2013,10.3109/09540261.2013.873394,
Themes from older men's lay definitions of successful aging as indicators of primary and secondary control beliefs over time: The Manitoba Follow-up Study.,"Swift, Audrey U.; Tate, Robert B.",2013,10.1016/j.jaging.2013.09.004,
Theory and Design of the Community for successful ageing (ComSA) program in Singapore: connecting BioPsychoSocial health and quality of life experiences of  older adults.,"Aw, Su; Koh, Gerald C. H.; Tan, Chuen Seng; Wong, Mee Lian; Vrijhoef, Hubertus J. M.; Harding, Susana Concordo; Geronimo, Mary Ann B.; Hildon, Zoe J. L.",2019,10.1186/s12877-019-1277-x,
Thyroid Hormone Therapy and Risk of Thyrotoxicosis in Community-Resident Older Adults: Findings from the Baltimore Longitudinal Study of Aging.,"Mammen, Jennifer S.; McGready, John; Oxman, Rachael; Chia, Chee W.; Ladenson, Paul W.; Simonsick, Eleanor M.",2015,10.1089/thy.2015.0180,
"To continue, modify or relinquish driving: findings from a longitudinal study of healthy ageing.","Unsworth, Carolyn A.; Wells, Yvonne; Browning, Colette; Thomas, Shane A.; Kendig, Hal",2007,10.1159/000111489,
To what extent does IQ 'explain' socio-economic variations in function?,"Bosma, Hans; van Boxtel, Martin P. J.; Kempen, Gertrudis I. J. M.; van Eijk, Jacques Th M.; Jolles, Jelle",2007,10.1186/1471-2458-7-179,
Tracing the origins of successful aging: the role of childhood conditions and social inequality in explaining later life health.,"Brandt, Martina; Deindl, Christian; Hank, Karsten",2012,10.1016/j.socscimed.2012.01.004,
Trajectories of function and biomarkers with age: the CHS All Stars Study.,"Newman, Anne B.; Sanders, Jason L.; Kizer, Jorge R.; Boudreau, Robert M.; Odden, Michelle C.; Zeki Al Hazzouri, Adina; Arnold, Alice M.",2016,10.1093/ije/dyw092,
Trajectories of nutritional risk of survivors of the Manitoba Follow-up Study.,"Lengyel, C. O.; Tate, R. B.; Jiang, D.",2015,NA,
Trajectories of older adults' hearing difficulties: examining the influence of health behaviors and social activity over 10 years.,"Heine, Chyrisse; Browning, Colette; Cowlishaw, Sean; Kendig, Hal",2013,10.1111/ggi.12030,
Trajectories of physical function decline and psychological functioning: the Quebec longitudinal study on nutrition and successful aging (NuAge).,"Payette, Hélène; Gueye, N'Deye Rokhaya; Gaudreau, Pierrette; Morais, José A.; Shatenstein, Bryna; Gray-Donald, Katherine",2011,10.1093/geronb/gbq085,
"Trajectories of the healthy ageing phenotype among middle-aged and older Britons, 2004-2013.","Tampubolon, Gindo",2016,10.1016/j.maturitas.2016.03.002,
Update on the NAS-NRC Twin Registry.,"Page, William F.",2006,10.1375/183242706779462417,
Urinary Incontinence Is Associated With Physical Performance Decline in Community-Dwelling Older Women: Results From the International Mobility in Aging Study.,"Corrêa, Luana Caroline de Assunção Cortez; Pirkle, Catherine M.; Wu, Yan Yan; Vafaei, Afshin; Curcio, Carmen-Lucia; Câmara, Saionara Maria Aires da",2019,10.1177/0898264318799223,
Vaccination coverage and associated factors for receipt of the 23-valent pneumococcal polysaccharide vaccine in Taiwan: A nation-wide community-based study.,"Chen, Chang-Hua; Wu, Ming-Shiang; Wu, I.-Chien",2018,10.1097/MD.0000000000009773,
Validation of a novel successful aging construct.,Young Y; Fan M; Parrish JM; Frick KD,2009,10.1016/j.jamda.2009.01.003,
"Validation of an a priori, index model of successful aging in a population-based cohort study: the successful aging index.","Cosco, Theodore D.; Stephan, Blossom C. M.; Brayne, Carol",2015,10.1017/S1041610215000708,
Variability in total testosterone levels in ageing men with symptoms of androgen deficiency.,"Allan, C. A.; Strauss, B. J. G.; Forbes, E. A.; Paul, E.; McLachlan, R. I.",2011,10.1111/j.1365-2605.2010.01071.x,
Vestibular Function and Hippocampal Volume in the Baltimore Longitudinal Study of Aging (BLSA).,"Kamil, Rebecca J.; Jacob, Athira; Ratnanather, John Tilak; Resnick, Susan M.; Agrawal, Yuri",2018,10.1097/MAO.0000000000001838,
Vitamin D Deficiency Is Associated With Impaired Muscle Strength And Physical Performance In Community-Dwelling Older Adults: Findings From The English  Longitudinal Study Of Ageing.,"Aspell, Niamh; Laird, Eamon; Healy, Martin; Lawlor, Brain; O'Sullivan, Maria",2019,10.2147/CIA.S222143,
Vitamin D Receptor and Megalin Gene Polymorphisms Are Associated with Longitudinal Cognitive Change among African-American Urban Adults.,"Beydoun, May A.; Tajuddin, Salman M.; Dore, Greg A.; Canas, Jose-Atilio; Beydoun, Hind A.; Evans, Michele K.; Zonderman, Alan B.",2017,10.3945/jn.116.244962,
Vitamin D Status and Intakes and Their Association With Cognitive Trajectory in a Longitudinal Study of Urban Adults.,"Beydoun, May A.; Hossain, Sharmin; Fanelli-Kuczmarski, Marie T.; Beydoun, Hind A.; Canas, Jose-Atilio; Evans, Michele K.; Zonderman, Alan B.",2018,10.1210/jc.2017-02462,
Vitamin D status and its longitudinal association with changes in patterns of sleep among middle-aged urban adults.,"Beydoun, May A.; Ng, Amanda E.; Fanelli-Kuczmarski, Marie T.; Hossain, Sharmin; Beydoun, Hind A.; Evans, Michele K.; Zonderman, Alan B.",2021,10.1016/j.jad.2020.12.145,
Vitamin K status and cognitive function in healthy older adults.,"Presse, Nancy; Belleville, Sylvie; Gaudreau, Pierrette; Greenwood, Carol E.; Kergoat, Marie-Jeanne; Morais, Jose A.; Payette, Hélène; Shatenstein, Bryna; Ferland, Guylaine",2013,10.1016/j.neurobiolaging.2013.05.031,
Waist-hip-ratio as a predictor of all-cause mortality in high-functioning older adults.,"Srikanthan, Preethi; Seeman, Teresa E.; Karlamangla, Arun S.",2009,10.1016/j.annepidem.2009.05.003,
Water-loss (intracellular) dehydration assessed using urinary tests: how well do they work? Diagnostic accuracy in older people.,"Hooper, Lee; Bunn, Diane K.; Abdelhamid, Asmaa; Gillings, Rachel; Jennings, Amy; Maas, Katie; Millar, Sophie; Twomlow, Elizabeth; Hunter, Paul R.; Shepstone, Lee; Potter, John F.; Fairweather-Tait, Susan J.",2016,10.3945/ajcn.115.119925,
Welfare regimes modify the association of disadvantaged adult-life socioeconomic circumstances with self-rated health in old age.,"Sieber, Stefan; Cheval, Boris; Orsholits, Dan; Van der Linden, Bernadette W.; Guessous, Idris; Gabriel, Rainer; Kliegel, Matthias; Aartsen, Marja J.; Boisgontier, Matthieu P.; Courvoisier, Delphine; Burton-Jeangros, Claudine; Cullati, Stéphane",2019,10.1093/ije/dyy283,
Well-being affects changes in perceptual speed in advanced old age: longitudinal evidence for a dynamic link.,"Gerstorf, Denis; Lövdén, Martin; Röcke, Christina; Smith, Jacqui; Lindenberger, Ulman",2007,10.1037/0012-1649.43.3.705,
What factors influence healthy aging? A person-centered approach among older adults in Taiwan.,"Liu, Li-Fan; Su, Pei-Fang",2017,10.1111/ggi.12774,
What it's like to grow older: the aging perceptions of people with an intellectual disability in Ireland.,"Burke, Eilish; McCarron, Mary; Carroll, Rachael; McGlinchey, Eimear; McCallion, Philip",2014,10.1352/1934-9556-52.3.205,
Whole-Genome Sequencing of a Healthy Aging Cohort.,"Erikson, Galina A; Bodian, Dale L; Rueda, Manuel; Molparia, Bhuvan; Scott, Erick R; Scott-Van Zeeland, Ashley A; Topol, Sarah E; Wineinger, Nathan E; Niederhuber, John E; Topol, Eric J; Torkamani, Ali",2016,10.1016/j.cell.2016.03.022,
