Title,Author,Publication Year,DOI,Publication Title
Socioeconomic Differences in Trajectories of Functional Capacity Among Older Japanese: A 25-Year Longitudinal Study.,"Murayama, Hiroshi; Liang, Jersey; Shaw, Benjamin A.; Botoseneanu, Anda; Kobayashi, Erika; Fukaya, Taro; Shinkai, Shoji",2020,10.1016/j.jamda.2020.02.012,Journal of the American Medical Directors Association
Sociodemographic Factors Associated With Changes in Successful Aging in Spain: A Follow-Up Study.,"Domènech-Abella, Joan; Perales, Jaime; Lara, Elvira; Moneta, Maria Victoria; Izquierdo, Ana; Rico-Uribe, Laura Alejandra; Mundó, Jordi; Haro, Josep Maria",2018,10.1177/0898264317714327,Journal of aging and health
Social support moderates D-dimer and self-rated successful aging within people with HIV and older adults.,"Sun-Suslow, Ni; Pasipanodya, Elizabeth; Morgan, Erin; Kohli, Maulika; Serrano, Vanessa; Letendre, Scott; Jeste, Dilip V.; Moore, David J.",2020,10.1007/s10865-020-00141-6,Journal of Behavioral Medicine
"Social relationships, social support, and patterns of cognitive aging in healthy, high-functioning older adults: MacArthur Studies of Successful Aging.",Seeman TE; Albert M; Lusignolo TM; Berkman L,2001,"",Health Psychology
Social patterning in grip strength and in its association with age; a cross sectional analysis using the UK Household Longitudinal Study (UKHLS).,"Carney, Caroline; Benzeval, Michaela",2018,10.1186/s12889-018-5316-x,BMC Public Health
"Social participation predicts cognitive functioning in aging adults over time: comparisons with physical health, depression, and physical activity.","Bourassa, Kyle J.; Memel, Molly; Woolverton, Cindy; Sbarra, David A.",2017,10.1080/13607863.2015.1081152,Aging & mental health
"Social Participation during the Transition to Retirement: Findings on Work, Health and Physical Activity beyond Retirement from an Interview Study over the Course of 3 Years.","Lippke, Sonia; Cihlar, Volker",2021,10.1080/01924788.2020.1728471,"Activities, Adaptation & Aging"
Social network types and the health of older adults: exploring reciprocal associations.,"Li, Ting; Zhang, Yanlong",2015,10.1016/j.socscimed.2015.02.007,Social science & medicine (1982)
Social network characteristics as correlates and moderators of older adults' quality of life—the SHARE study.,"Schmidt, Tanja; Christiansen, Lars B; Schipperijn, Jasper; Cerin, Ester",2021,10.1093/eurpub/ckab001,European Journal of Public Health
"Social determinants, health status and 10-year mortality among 10,906 older adults from the English longitudinal study of aging: the ATHLOS project.","Kollia, Natasa; Caballero, Francisco Félix; Sánchez-Niubó, Albert; Tyrovolas, Stefanos; Ayuso-Mateos, José Luis; Haro, Josep Maria; Chatterji, Somnath; Panagiotakos, Demosthenes B.",2018,10.1186/s12889-018-6288-6,BMC public health
Social desirability does not confound reports of wellbeing or of socio-demographic attributes by older women.,"Dawes, Sharrone E; Palmer, Barton W; Allison, Matthew A; Ganiats, Theodore G; Jeste, Dilip V",2011,"",Ageing & Society
Social connectedness and predictors of successful ageing.,"Hodge, Allison M.; English, Dallas R.; Giles, Graham G.; Flicker, Leon",2013,10.1016/j.maturitas.2013.05.002,Maturitas
Social conditions and distress in elderly persons: findings from the MacArthur Studies of Successful Aging.,Kubzansky LD; Berkman LF; Seeman TE,2000,"",Journals of Gerontology Series B: Psychological Sciences & Social Sciences
Social capital and obesity among adults: Longitudinal findings from the Montreal neighborhood networks and healthy aging panel.,"Wu, Yun-Hsuan; Moore, Spencer; Dube, Laurette",2018,10.1016/j.ypmed.2017.11.028,Preventive medicine
Sleep duration and risk of fatal and nonfatal stroke: a prospective study and meta-analysis.,"Leng, Yue; Cappuccio, Francesco P; Wainwright, Nick W J; Surtees, Paul G; Luben, Robert; Brayne, Carol; Khaw, Kay-Tee",2015,10.1212/WNL.0000000000001371,Neurology
Sleep disturbances in older adults with mild cognitive impairment.,"Beaulieu-Bonneau S; Hudon C; Beaulieu-Bonneau, Simon; Hudon, Carol",2009,10.1017/S1041610209009120,International Psychogeriatrics
Skeletal muscle mass and body fat in relation to successful ageing of older adults: The multi-national MEDIS study.,"Tyrovolas, Stefanos; Haro, Josep-Maria; Mariolis, Anargiros; Piscopo, Suzanne; Valacchi, Giuseppe; Bountziouka, Vassiliki; Anastasiou, Foteini; Zeimbekis, Akis; Tyrovola, Dimitra; Foscolou, Alexandra; Gotsis, Efthimios; Metallinos, George; Tur, Josep-Antoni; Matalas, Antonia; Lionis, Christos; Polychronopoulos, Evangelos; Panagiotakos, Demosthenes",2016,10.1016/j.archger.2016.04.017,Archives of Gerontology & Geriatrics
Shifts in Key Time Points and Strategies for a Multisegment Motor Task in Healthy Aging Subjects.,"Casteran, Matthieu; Hilt, Pauline M.; Mourey, France; Manckoundia, Patrick; French, Robert; Thomas, Elizabeth",2018,10.1093/gerona/gly066,"The journals of gerontology. Series A, Biological sciences and medical sciences"
Sex modifies the APOE-related risk of developing Alzheimer disease.,"Altmann, Andre; Tian, Lu; Henderson, Victor W; Greicius, Michael D",2014,10.1002/ana.24135,Annals of Neurology
"Serum 25-Hydroxyvitamin D Levels as an Aging Marker: Strong Associations With Age and All-Cause Mortality Independent From Telomere Length, Epigenetic Age  Acceleration, and 8-Isoprostane Levels.","Schöttker, Ben; Hagen, Leonie; Zhang, Yan; Gào, Xin; Holleczek, Bernd; Gao, Xu; Brenner, Hermann",2019,10.1093/gerona/gly253,"The journals of gerontology. Series A, Biological sciences and medical sciences"
Seniors' food shopping priorities.,"Pettigrew, Simone; Worrall, Caitlin; Biagioni, Nicole; Talati, Zenobia; Jongenelis, Michelle",2019,10.1016/j.orcp.2016.10.068,Obesity Research & Clinical Practice
Self-reported medication side effects in an older cohort living independently in the community--the Melbourne Longitudinal Study on Healthy Ageing (MELSHA): cross-sectional analysis of prevalence and risk factors.,"Thomson, Jennifer A; Wang, Wei C; Browning, Colette; Kendig, Hal L",2010,10.1186/1471-2318-10-37,BMC geriatrics
Self-reported confusion is related to global and regional β-amyloid: data from the Women's healthy ageing project.,"McCluskey, Georgia E.; Yates, Paul; Villemagne, Victor L.; Rowe, Christopher; Szoeke, Cassandra E. I.",2018,10.1007/s11682-016-9668-5,Brain imaging and behavior
Self-Perceived Voice Problems in a Nontreatment Seeking Older Population in Hong Kong.,"Wong, Heidi Y.-K.; Ma, Estella P.-M.",2021,10.1016/j.jvoice.2019.12.012,Journal of Voice
"Secondary Health Conditions, Activity Limitations, and Life Satisfaction in Older Adults With Long-Term Spinal Cord Injury.","Jörgensen, Sophie; Iwarsson, Susanne; Lexell, Jan",2017,10.1016/j.pmrj.2016.09.004,"PM & R: Journal of Injury, Function & Rehabilitation"
Sarcopenic/obesity and physical capacity in older men and women: data from the Nutrition as a Determinant of Successful Aging (NuAge)-the Quebec longitudinal  Study.,"Bouchard, Danielle R.; Dionne, Isabelle J.; Brochu, Martin",2009,10.1038/oby.2009.109,"Obesity (Silver Spring, Md.)"
Role of Physical Activity in the Relationship Between Mastery and Functional Health.,"Sargent-Cox, Kerry A.; Butterworth, Peter; Anstey, Kaarin J.",2015,10.1093/geront/gnu042,Gerontologist
Role of grandparenting in postmenopausal women's cognitive health: results from the Women's Healthy Aging Project.,"Burn, Katherine F.; Henderson, Victor W.; Ames, David; Dennerstein, Lorraine; Szoeke, Cassandra",2014,10.1097/GME.0000000000000236,"Menopause (New York, N.Y.)"
Risk factors for late-life depression and correlates of antidepressant use in Costa Rica: Results from a nationally-representative longitudinal survey of older adults.,"Gertner, Alex K.; Domino, Marisa Elena; Dow, William H.",2017,10.1016/j.jad.2016.08.063,Journal of Affective Disorders
Resistance training performed with single-set is sufficient to reduce cardiovascular risk factors in untrained older women: The randomized clinical trial. Active Aging Longitudinal Study.,"Cunha, Paolo M.; Ribeiro, Alex S.; Nunes, João Pedro; Tomeleri, Crisieli M.; Nascimento, Matheus A.; Moraes, Gabriel K.; Sugihara, Paulo; Barbosa, Décio S.; Venturini, Danielle; Cyrino, Edilson S.",2019,10.1016/j.archger.2018.12.012,Archives of Gerontology & Geriatrics
Religious service attendance and allostatic load among high-functioning elderly.,"Maselko, Joanna; Kubzansky, Laura; Kawachi, Ichiro; Seeman, Teresa; Berkman, Lisa",2007,10.1097/PSY.0b013e31806c7c57,Psychosomatic Medicine
Relationships between socio-clinico-demographic factors and global cognitive function in the oldest old living in the Tokyo Metropolitan area: Reanalysis of the  Tokyo Oldest Old Survey on Total Health (TOOTH).,"Eguchi, Yoko; Tasato, Kumiko; Nakajima, Shinichiro; Noda, Yoshihiro; Tsugawa, Sakiko; Shinagawa, Shunichiro; Niimura, Hidehito; Hirose, Nobuyoshi; Arai, Yasumichi; Mimura, Masaru",2018,10.1002/gps.4873,International journal of geriatric psychiatry
Relationship between diet quality and cognition depends on socioeconomic position in healthy older adults.,"Parrott, Matthew D.; Shatenstein, Bryna; Ferland, Guylaine; Payette, Hélène; Morais, José A.; Belleville, Sylvie; Kergoat, Marie-Jeanne; Gaudreau, Pierrette; Greenwood, Carol E.",2013,10.3945/jn.113.181115,The Journal of nutrition
Relation of driving status to incident life space constriction in community-dwelling older persons: a prospective cohort study.,"Shah, Raj C.; Maitra, Kinsuk; Barnes, Lisa L.; James, Bryan D.; Leurgans, Sue; Bennett, David A.",2012,10.1093/gerona/gls133,"The journals of gerontology. Series A, Biological sciences and medical sciences"
Relation between mealtime distribution of protein intake and lean mass loss in free-living older adults of the NuAge study.,"Farsijani, Samaneh; Morais, José A.; Payette, Hélène; Gaudreau, Pierrette; Shatenstein, Bryna; Gray-Donald, Katherine; Chevalier, Stéphanie",2016,10.3945/ajcn.116.130716,The American journal of clinical nutrition
"REDUCING THE RISKS OF MORBIDITY, DISABILITY, AND MORTALITY USING SUCCESSFUL AGING STRATEGIES.","Hsu, Hui‐Chuan; Chang, Wen‐Chiung",2015,10.1111/jgs.13817,Journal of the American Geriatrics Society
Reduced Lower Extremity Functioning Is Associated With an Increased Rate of Being a Nondriver: The National Health and Aging Trends Study.,"Cisewski, Jodi A; Durbin, Laura L; Bond, Elizabeth G; Qian, Min; Guralnik, Jack M; Kasper, Judith; Mielenz, Thelma J",2019,10.1093/ptj/pzz037,Physical Therapy
Receiver-operating characteristics of adiposity for metabolic syndrome: the Healthy Aging in Neighborhoods of Diversity across the Life Span (HANDLS) study.,"Beydoun, May A.; Kuczmarski, Marie T. Fanelli; Wang, Youfa; Mason, Marc A.; Evans, Michele K.; Zonderman, Alan B.",2011,10.1017/S1368980010002648,Public health nutrition
Reading daily predicts reduced mortality among men from a cohort of community-dwelling 70-year-olds.,Jacobs JM; Hammerman-Rozenberg R; Cohen A; Stessman J,2008,"",Journals of Gerontology Series B: Psychological Sciences & Social Sciences
"Rationale, design and methods for a community-based study of clustering and cumulative effects of chronic disease processes and their effects on ageing: the  Busselton healthy ageing study.","James, Alan; Hunter, Michael; Straker, Leon; Beilby, John; Bucks, Romola; Davis, Tim; Eikelboom, Robert H.; Hillman, David; Hui, Jennie; Hung, Joe; Knuiman, Matthew; Mackey, David A.; Newton, Robert U.; Palmer, Lyle J.; Musk, Aw Bill",2013,10.1186/1471-2458-13-936,BMC public health
Rationale and Study Design of a Randomized Clinical Trial of Metformin to Prevent Frailty in Older Adults With Prediabetes.,"Espinoza, Sara E; Musi, Nicolas; Wang, Chen-pin; Michalek, Joel; Orsak, Beverly; Romo, Terry; Powers, Becky; Conde, Alice; Moris, Melody; Bair-Kelps, Darcy; Li, Yan; Ganapathy, Vinutha; Jergensen, Tyson E; Kelly, Lauri C; Jiwani, Rozmin; Conde, Alicia",2020,10.1093/gerona/glz078,Journals of Gerontology Series A: Biological Sciences & Medical Sciences
"Rates of diagnostic transition and cognitive change at 18-month follow-up among 1,112 participants in the Australian Imaging, Biomarkers and Lifestyle Flagship  Study of Ageing (AIBL).","Ellis, Kathryn A.; Szoeke, Cassandra; Bush, Ashley I.; Darby, David; Graham, Petra L.; Lautenschlager, Nicola T.; Macaulay, S. Lance; Martins, Ralph N.; Maruff, Paul; Masters, Colin L.; McBride, Simon J.; Pike, Kerryn E.; Rainey-Smith, Stephanie R.; Rembach, Alan; Robertson, Joanne; Rowe, Christopher C.; Savage, Greg; Villemagne, Victor L.; Woodward, Michael; Wilson, William; Zhang, Ping; Ames, David",2014,10.1017/S1041610213001956,International Psychogeriatrics
Racial/Ethnic Differences in Sleep Quality among Older Adults: Kaiser Healthy Aging and Diverse Life Experiences (KHANDLE) Study.,"George, Kristen M.; Peterson, Rachel L.; Gilsanz, Paola; Mungas, Dan M.; Glymour, M. Maria; Mayeda, Elizabeth Rose; Whitmer, Rachel A.",2020,10.18865/ed.30.3.469,Ethnicity & disease
Quality of life among older people with a disability: the role of purpose in life and capabilities.,"Yeung, Polly; Breheny, Mary",2021,10.1080/09638288.2019.1620875,Disability and rehabilitation
"Psychosocioeconomic Precariousness, Cognitive Decline and Risk of Developing Dementia: A 25-Year Study.","Ouvrard, Camille; Meillon, Céline; Dartigues, Jean-François; Ávila-Funes, José Alberto; Amieva, Hélène",2016,10.1159/000443790,Dementia and geriatric cognitive disorders
Psychomotor Speed and Functional Brain MRI 2 Years After Completing a Physical Activity Treatment.,"Rosano, Caterina; Venkatraman, Vijay K.; Guralnik, Jack; Newman, Anne B.; Glynn, Nancy W.; Launer, Lenore; Taylor, Christopher A.; Williamson, Jeff; Studenski, Stephanie; Pahor, Marco; Aizenstein, Howard",2010,10.1093/gerona/glq038,Journals of Gerontology Series A: Biological Sciences & Medical Sciences
Psychological Well-being's Link with Cardiovascular Health in Older Adults.,"Boehm, Julia K.; Soo, Jackie; Chen, Ying; Zevon, Emily S.; Hernandez, Rosalba; Lloyd-Jones, Donald; Kubzansky, Laura D.",2017,10.1016/j.amepre.2017.06.028,American Journal of Preventive Medicine
"Psychological Traits, Heart Rate Variability, and Risk of Coronary Heart Disease in Healthy Aging Women-The Women's Health Initiative.","Salmoirago-Blotcher, Elena; Hovey, Kathleen M.; Andrews, Cristopher A.; Allison, Matthew; Brunner, Robert L.; Denburg, Nathalie L.; Eaton, Charles; Garcia, Lorena; Sealy-Jefferson, Shawnita M.; Zaslavsky, Oleg; Kang, Joseph; López, Lenny; Post, Stephen G.; Tindle, Hilary; Wassertheil-Smoller, Sylvia",2019,10.1097/PSY.0000000000000672,Psychosomatic medicine
Psychological approach to successful ageing predicts future quality of life in older adults.,"Bowling, Ann; Iliffe, Steve",2011,10.1186/1477-7525-9-13,Health and quality of life outcomes
Promoting Nutritional Well-being in Seniors: Feasibility Study of a Nutrition Information Series.,"ManafÒ, Elizabeth; Jose, Katrina; Silverberg, Dena",2013,10.3148/74.4.2013.175,Canadian Journal of Dietetic Practice & Research
Projected impact of diabetes on the Costa Rican healthcare system.,"Santamaría-Ulloa, Carolina; Montero-López, Melina",2020,10.1186/s12939-020-01291-4,International journal for equity in health
"Proactive aging: a longitudinal study of stress, resources, agency, and well-being in late life.","Kahana, Eva; Kelley-Moore, Jessica; Kahana, Boaz",2012,10.1080/13607863.2011.644519,Aging & mental health
